4	06/17/2020 18:00:54	Leica Circ Prism	 36.3884	 103.7181	-	-	-	9.1
5	06/17/2020 18:01:04	Leica Circ Prism	 36.3884	 103.7180	-	-	-	9.1
6	06/17/2020 18:01:10	Leica Circ Prism	 36.3884	 103.7181	-	-	-	9.1
7	06/17/2020 18:01:26	Leica Circ Prism	 36.3884	 103.7180	-	-	-	9.1
8	06/17/2020 18:01:45	Leica Circ Prism	 36.3884	 103.7180	-	-	-	9.1
9	06/17/2020 18:02:35	Leica Circ Prism	 236.3890	 296.2817	-	-	-	9.1
10	06/17/2020 18:02:42	Leica Circ Prism	 236.3889	 296.2817	-	-	-	9.1
11	06/17/2020 18:02:50	Leica Circ Prism	 236.3889	 296.2816	-	-	-	9.1
12	06/17/2020 18:03:00	Leica Circ Prism	 236.3889	 296.2817	-	-	-	9.1
13	06/17/2020 18:03:07	Leica Circ Prism	 236.3889	 296.2817	-	-	-	9.1
14	06/17/2020 18:05:12	Leica Circ Prism	 36.3902	 103.5690	 119.9893	 119.8009	-7.0073	9.1
15	06/17/2020 18:05:32	Leica Circ Prism	 36.3899	 103.5686	 119.9892	 119.8008	-7.0066	9.1
16	06/17/2020 18:05:58	Leica Circ Prism	 36.3901	 103.5693	 119.9892	 119.8008	-7.0078	9.1
17	06/17/2020 18:06:10	Leica Circ Prism	 36.3901	 103.5688	 119.9893	 119.8009	-7.0069	9.1
18	06/17/2020 18:06:24	Leica Circ Prism	 36.3899	 103.5688	 119.9894	 119.8010	-7.0069	9.1
19	06/17/2020 18:07:47	Leica Circ Prism	 236.3893	 296.4310	 119.9860	 119.7976	-7.0070	9.1
20	06/17/2020 18:08:01	Leica Circ Prism	 236.3891	 296.4310	 119.9858	 119.7974	-7.0071	9.1
21	06/17/2020 18:08:15	Leica Circ Prism	 236.3894	 296.4308	 119.9865	 119.7981	-7.0075	9.1
22	06/17/2020 18:08:45	Leica Circ Prism	 236.3895	 296.4307	 119.9860	 119.7976	-7.0077	9.1
23	06/17/2020 18:09:11	Leica Circ Prism	 236.3894	 296.4309	 119.9863	 119.7979	-7.0074	9.1
24	06/17/2020 18:09:46	Leica Circ Prism	 236.3890	 296.4305	 119.9858	 119.7974	-7.0080	9.1
